hub_state,hub_city,city,state,latitude,longitude,distance_miles,pickup_count
VT,Rutland,BARRE,VT,44.1998,-72.5085,47.03,1
VT,Rutland,Danby,VT,43.3452,-72.9946,18.26,1
VT,Rutland,Londonderry,VT,43.2278,-72.8083,27.7,0
VT,Rutland,Montpelier,VT,44.2659,-72.5717,49.68,0
VT,Rutland,New Haven,VT,44.1266,-73.151,36.77,0
VT,Rutland,North Bennington,VT,42.924,-73.2411,49.15,1
VT,Rutland,North Springfield,VT,43.3304,-72.5277,29.69,0
VT,Rutland,Rutland,VT,43.6092,-72.9783,0.0,9
VT,Rutland,Vergennes,VT,44.1664,-73.2557,40.9,0
WA,Vancouver,Vancouver,WA,45.6366,-122.5967,0.0,0
WI,Appleton,Appleton,WI,44.278,-88.3892,0.0,13
WI,Appleton,Black Creek,WI,44.4742,-88.4506,13.89,0
WI,Appleton,Brownsville,WI,43.6147,-88.4953,46.13,3
WI,Appleton,Campbellsport,WI,43.5975,-88.2814,47.32,0
WI,Appleton,Chilton,WI,44.0293,-88.1625,20.53,1
WI,Appleton,Clintonville,WI,44.6222,-88.7513,29.74,4
WI,Appleton,Combined Locks,WI,44.2642,-88.3064,4.21,0
WI,Appleton,De Pere,WI,44.4308,-88.0785,18.63,3
WI,Appleton,Fond Du Lac,WI,43.7718,-88.4397,35.06,3
WI,Appleton,Gillett,WI,44.8897,-88.3063,42.46,1
WI,Appleton,Green Bay,WI,44.5148,-87.9895,25.63,13
WI,Appleton,Hobart,WI,44.4967,-88.1602,18.87,2
WI,Appleton,Hortonville,WI,44.3368,-88.6361,12.87,0
WI,Appleton,Kaukauna,WI,44.2773,-88.2641,6.19,3
WI,Appleton,Kimberly,WI,44.267,-88.3378,2.65,0
WI,Appleton,Kohler,WI,43.7364,-87.7795,48.15,0
WI,Appleton,Little Chute,WI,44.2906,-88.3208,3.49,2
WI,Appleton,Lomira,WI,43.5946,-88.4421,47.29,3
WI,Appleton,Manawa,WI,44.4613,-88.9204,29.13,3
WI,Appleton,Manitowoc,WI,44.0991,-87.6812,37.19,6
WI,Appleton,Markesan,WI,43.7098,-88.9907,49.35,1
WI,Appleton,Menasha,WI,44.2125,-88.4271,4.9,2
WI,Appleton,Neenah,WI,44.1669,-88.4767,8.81,13
WI,Appleton,New London,WI,44.3949,-88.7395,19.1,4
WI,Appleton,North Fond du Lac,WI,43.8107,-88.486,32.64,1
WI,Appleton,Oakfield,WI,43.6843,-88.5476,41.77,1
WI,Appleton,Oconto Falls,WI,44.8738,-88.1444,42.89,0
WI,Appleton,Oshkosh,WI,44.0227,-88.5619,19.61,7
WI,Appleton,Plymouth,WI,43.7447,-87.966,42.43,1
WI,Appleton,Pulaski,WI,44.6684,-88.2351,28.02,1
WI,Appleton,Redgranite,WI,44.0513,-89.1059,38.82,1
WI,Appleton,Ripon,WI,43.8436,-88.8386,37.4,3
WI,Appleton,Shawano,WI,44.7748,-88.5843,35.65,2
WI,Appleton,Sheboygan,WI,43.7403,-87.7316,49.48,4
WI,Appleton,Sheboygan Falls,WI,43.729,-87.8266,47.12,5
WI,Appleton,Suring,WI,45.0007,-88.3692,49.94,0
WI,Appleton,Waupaca,WI,44.3506,-89.0719,34.12,8
WI,Appleton,Weyauwega,WI,44.324,-88.9333,27.09,1
WI,Appleton,Winneconne,WI,44.1111,-88.7116,19.7,0
WI,Appleton,Wrightstown,WI,44.3263,-88.1756,11.08,3
WV,Martinsburg,Charles Town,WV,39.2746,-77.8631,14.08,0
WV,Martinsburg,Inwood,WV,39.3538,-78.0552,8.32,58
WV,Martinsburg,Martinsburg,WV,39.4582,-77.9776,0.0,136
WV,Martinsburg,Ranson,WV,39.325,-77.8667,10.94,0
WV,Martinsburg,Ridgeley,WV,39.6432,-78.7711,44.16,6
WV,Martinsburg,Romney,WV,39.3454,-78.7564,42.3,0
WY,Cheyenne,Cheyenne,WY,41.135,-104.7902,0.0,4
